title,summary,url,source_name,source_type,published_date,sector,region,organization,organization_id,instrument_vendor,instrument_model,signal_kind,product_family,credibility,relevance,buying_intent,doi,response_deadline,notice_status,first_seen_at,last_seen_at,collector_name
Multifunctional Siloxane Additive Enabling Ultrahigh‐Nickel Lithium Battery with Long Cycle Life at 30 and 60 °C,"Abstract Ultrahigh‐nickel layered oxide cathodes (≥90% nickel) possess exceptionally high discharge capacities, which can significantly improve the energy density of lithium‐ion batteries and alleviate the driving range anxiety of electric vehicles. However, the high interfacial reactivity of ultrahigh‐nickel cathodes, especially the detrimental side reactions with harmful acidic species like HF in the electrolyte, can deteriorate the battery interface and reduce the cycle life, hindering their practical application. In this study, 3‐isocyanatopropyltrimethoxysilane (PTTS‐NCO) is introduced as the electrolyte additive, which can effectively scavenge the harmful acidic species in the electrolyte and form a protective surface layer at the electrode/electrolyte interface, thereby enhancing the electrochemical performance of the battery (NCM90/Li). Specifically, the most effective battery based on the PTTS‐NCO additive can maintain 70.3% of its capacity after 500 cycles at 30 °C. Even under a high cathode loading (3.0 mAh cm−2), it can retain 86.2% of its capacity after 300 cycles, far exceeding the base battery. Furthermore, it exhibits good performance under the harsh high‐temperature environment, maintaining over 70.3% capacity retention in the NCM90/Li battery up to 350 cycles at 60 °C. This work demonstrates the great potential of multifunctional siloxane additive in lithium batteries based on ultrahigh‐nickel cathode.",https://doi.org/10.1002/smll.202409586,OpenAlex,journal,2025-01-07,Battery & Critical Minerals,CN,South China University of Technology,https://ror.org/0530pts50,,,Research activity,Interface cones,0.88,0.15,0.3,https://doi.org/10.1002/smll.202409586,,,2026-09-18T13:26:44+00:00,2026-09-24T21:56:25+00:00,OpenAlex
Antioxidative Effects of Curcumin on Erastin-Induced Ferroptosis Through GPX4 Signalling,"Background/Objectives: Pancreatic cancer is a common gastrointestinal cancer with high risk of mortality. Currently, the therapeutic strategies for pancreatic cancers are surgery, chemotherapy, and radiotherapy, none of which are effective treatments. Ferroptosis is a new form of cell death that is iron (Fe)-dependent and characterized by lipid peroxidation, which is a new approach for treatment of pancreatic cancer. Therefore, this study was dedicated to investigating the effect of erastin and Ras-selective lethal small molecule 3 (RLS3) as ferroptosis inducers as well as focusing on the antioxidant effects of two natural products, curcumin and (−)-epigallocatechin-3-gallate (EGCG), against ferroptosis. Methods: PANC1 cells were treated with 20 μmol/L curcumin or EGCG and then exposed to 20 μmol/L erastin. Cell viability was detected by 3-(4,5-dimethyl-2-thiazolyl)-2,5-diphenyltetrazolium bromide (MTT) assay, Reactive Oxygen Species (ROS) were measured by dihydrodichlorofluorescein (H2DCF) cell-permeant probe, Fe levels were determined by inductively coupled plasma mass spectrometry (ICP-MS), and glutathione (GSH), lipid peroxidation, Western blot, and mRNA were assayed with commercially available kits. Results: Curcumin and EGCG enhanced cell viability in erastin-treated PANC1 cells in a dose-and time-dependent manner. Erastin-treated PANC1 cells exhibited the elevated levels of GSH depletion, ROS productions, and lipid peroxidation while curcumin reversed the erastin-induced ferroptotic effects. The treatment of erastin-induced PANC1 cells with curcumin increased the GPX4 mRNA gene and protein levels. Also, curcumin decreased the FTH1 mRNA gene levels as a strong Fe chelator. Conclusions: In conclusion, this study shows that erastin can be potentially a therapeutic strategy for treatment of cancer cells. Additionally, curcumin might play an antioxidant role at the specific concentrations, potentially mitigating ferroptosis in cells.",https://doi.org/10.3390/gidisord7010004,OpenAlex,journal,2025-01-06,Pharma & Biopharma,GB,King's College London,https://ror.org/0220mzb33,,,Research activity,Torches & injectors,0.88,0.85,0.3,https://doi.org/10.3390/gidisord7010004,,,2026-09-18T13:28:44+00:00,2026-09-24T21:56:38+00:00,OpenAlex
Gold in pyrite revisited: insights into remobilization during deformation using electron backscatter diffraction and LA-ICP-MS,article,https://doi.org/10.1007/s00126-024-01346-4,OpenAlex,journal,2025-01-03,General ICP-MS,FR,Centre National de la Recherche Scientifique,https://openalex.org/I1294671590,,,Research activity,Laser ablation interfaces,0.88,0.85,0.3,https://doi.org/10.1007/s00126-024-01346-4,,,2026-09-18T13:29:52+00:00,2026-09-24T21:56:45+00:00,OpenAlex
Health risks from heavy metals in cosmetic products available in the online consumer market,"The skin is a very sensitive organ that covers and protects the entire body. It is one of the routes by which chemicals present in e.g., personal care products are absorbed into the body. The quality of cosmetic products and their safety for consumers depend on their chemical composition. Cosmetics are produced from various ingredients, including dyes that contain e.g., Cr 6+ and Ni at concentrations that can be hazardous to human health. Entities that introduce cosmetic products in the market are responsible for their safety and for ensuring that their chemical composition complies with relevant standards. However, the online market offers products of different brands manufactured in plants located in countries that have less restrictive regulations than those in place in the EU or the US. In the present study, we carried out analyses (mineralization with aqua regia HCl: HNO 3 ) to determine the concentrations of selected metals (Cr, Fe, Ni, Mn and Zn) using ICP-MS in 23 samples of cosmetics (foundations, blushes, lipsticks, creams, face masks and eye shadows) in order to calculate the health risks associated with their daily use. We calculated the margin of safety (MoS), hazard index (HI) and the hazard quotient (HQ) and carried out a quantitative risk assessment (QRA) to answer the question of whether cosmetics available in the online market are safe for consumers when used in daily care routines. The results showed wide ranges of heavy metal concentrations in the cosmetics analyzed. The mean concentrations of the elements decreased in the following order (in mg/kg): Fe (6407) > Zn (190) > Mn (88) > Cr (24) > Ni (8). The MoS, HQ and HI values calculated for all the samples of cosmetics indicated that the products do not present a risk to human health.",https://doi.org/10.1038/s41598-024-83477-2,OpenAlex,journal,2025-01-02,General ICP-MS,PL,AGH University of Krakow,https://ror.org/00bas1c41,,,Research activity,General sample introduction,0.88,0.85,0.3,https://doi.org/10.1038/s41598-024-83477-2,,,2026-09-18T13:27:42+00:00,2026-09-24T21:56:32+00:00,OpenAlex
Knock-out mouse models and single particle ICP-MS reveal that SP-D and SP-A deficiency reduces agglomeration of inhaled gold nanoparticles in vivo without significant changes to overall lung clearance,"The role of surfactant proteins A and D (SP-A and SP-D) in lung clearance and translocation to secondary organs of inhaled nanoparticles was investigated by exposing SP-A and SP-D knockout (AKO and DKO) and wild type (WT) mice nose-only for 3 hours to an aerosol of 20 nm gold nanoparticles (AuNPs). Animals were euthanised at 0-, 1-, 7- and 28-days post-exposure. Analysis by inductively coupled plasma mass spectrometry (ICP-MS) of the liver and kidneys showed that extrapulmonary translocation was below the limits of detection. Imaging of the lungs by laser ablation ICP-MS confirmed the homogenous distribution of AuNPs. Coherent anti-Stokes Raman Scattering, Second Harmonic Generation and Two-Photon Fluorescence imaging were applied for semi-quantitative analysis of the uptake of AuNPs by alveolar macrophages and found uptake increased with time post-exposure, peaking after 7 days, and with the largest increase in uptake being in WT mice. Single particle ICP-MS allowed particle counting and sizing of AuNPs in the lungs showing that particle agglomeration following deposition within the lung was greater for the wildtype than the knockout models, indicating a role for SP-A and SP-D in agglomeration, however, any effect of this on overall lung clearance was minimal. For all groups, the Au (mass) lung burden initial clearance half-time was approximately 20-25 d, however, the AuNP (particle number) lung burden clearance half-time was shorter at approximately 10 days. In general terms, differences between the results for the three models were limited, indicating the preferential clearance of smaller particles from the lung.",https://doi.org/10.1080/17435390.2025.2454969,OpenAlex,journal,2025-01-02,Food & Agriculture,US,National Security Agency,https://openalex.org/I130440993,,,Research activity,Nebulizers,0.88,0.85,0.3,https://doi.org/10.1080/17435390.2025.2454969,,,2026-09-18T13:26:25+00:00,2026-09-24T21:56:41+00:00,OpenAlex
The Distribution of Rare Earth Elements in Coal Fly Ash Determined by LA-ICP-MS and Implications for Its Economic Significance,"Coal fly ash represents a potential resource of some critical elements, including rare earth elements (REEs), which are retained and concentrated during coal combustion. Understanding the distribution and modes of occurrence of REEs within fly ash is vital to developing effective recovery methods and enhancing their economic value. Laser Ablation Inductively Coupled Plasma Mass Spectrometry (LA-ICP-MS) was applied to investigate the in situ elemental constituents of coal fly ash phases, including aluminosilicates, Ca-(Fe)-enriched aluminosilicates, Fe-oxides, and SiO2/Quartz, in order to explore the distribution of REEs in combustion products. LA-ICP-MS results show that V, Cr, and Nb are mainly enriched in Ca-Ti-enriched aluminosilicates with trace element concentrations referenced to the original fly ash composition. Lithium is primarily enriched in SiO2 glassy grains, followed by Ca, (Fe)-enriched aluminosilicates. Co, Ni, and Cu present a concomitant distribution in the Fe-enriched phases, such as Fe-oxides and Fe-enriched aluminosilicates. The chondrite normalized REE distribution patterns show characteristics of LREE enrichment and Eu-negative anomalies in most phases, while the REE patterns of SiO2 glassy grains have a distinct positive anomaly in Sm, Gd, and Dy, coupled with a deficiency in LREEs. Compared to feed coal, elements such as Li, V, Cr, Co, Ni, and Nb and REEs are enriched 2~10 times in various phases of fly ash, with REEs notably concentrated six times higher in aluminosilicates and Ca-Ti-enriched aluminosilicates than the original coal. This study further discusses the feasibility, calibration principles, and advantages of using LA-ICP-MS to determine REE distribution, as well as the economic implications of REE extraction from coal fly ash.",https://doi.org/10.3390/su17010275,OpenAlex,journal,2025-01-02,Battery & Critical Minerals,CN,Communication University of China,https://openalex.org/I75689368,,,Research activity,Laser ablation interfaces,0.88,0.85,0.3,https://doi.org/10.3390/su17010275,,,2026-09-18T13:29:52+00:00,2026-09-24T21:56:45+00:00,OpenAlex
A closed-loop zero-liquid-discharge process for the precipitative separation of all valuable metals from waste lithium-ion batteries of mixed chemistries at room-temperature,A closed-loop zero-liquid discharge process has been devised to extract all metals individually solely through a precipitation method from a mixed variety of used LIBs with high yield and purity.,https://doi.org/10.1039/d5gc00054h,OpenAlex,journal,2025-01-01,Battery & Critical Minerals,IN,Central Salt and Marine Chemicals Research Institute,https://ror.org/05esh5w42,,,Research activity,General sample introduction,0.88,0.15,0.3,https://doi.org/10.1039/d5gc00054h,,,2026-09-18T13:26:44+00:00,2026-09-24T21:56:25+00:00,OpenAlex
A novel particle mass calibration strategy for the quantification of AuNPs in single cancer cells via laser ablation ICP-mass spectrometry. A case study,"This work proposes a particle mass calibration strategy that is independent of the properties and thickness of the gelatin films used for calibration, thus improving accuracy and repeatability for single-cell laser ablation ICP-MS.",https://doi.org/10.1039/d5ja00253b,OpenAlex,journal,2025-01-01,Research & Academia,ES,Universidad de Zaragoza,https://openalex.org/I255234318,,,Research activity,Laser ablation interfaces,0.88,0.85,0.3,https://doi.org/10.1039/d5ja00253b,,,2026-09-18T13:29:18+00:00,2026-09-24T21:56:41+00:00,OpenAlex
A pH-dependent microkinetic modeling guided synthesis of porous dual-atom catalysts for efficient oxygen reduction in Zn–air batteries,"Guided by the pH-field microkinetic model, we developed an porous Fe 1 Co 1 –N–C ORR catalyst, which exhibited excellent performance in zinc–air batteries and provided insights for advanced catalysts.",https://doi.org/10.1039/d5ee00215j,OpenAlex,journal,2025-01-01,General ICP-MS,CN,Southern University of Science and Technology,https://openalex.org/I3045169105,,,Research activity,General sample introduction,0.88,0.15,0.3,https://doi.org/10.1039/d5ee00215j,,,2026-09-18T13:26:44+00:00,2026-09-24T21:56:25+00:00,OpenAlex
An improved protocol for LA-MC-ICP-MS isotope ratio measurements of natural silicon at 213 nm: comparison of mass bias correction factor dependence (solution vs. solid single crystal) and solid sample homogeneity,Mass bias correction K factors for Si isotope ratios obtained from a solid silicon sample (background) using laser ablation compared to K factors derived from a solution of the same sample material. K factors derived by both methods agree well.,https://doi.org/10.1039/d5ja00015g,OpenAlex,journal,2025-01-01,Research & Academia,CN,National Institute of Metrology,https://ror.org/05dw0p167,,,Research activity,Laser ablation interfaces,0.88,0.85,0.3,https://doi.org/10.1039/d5ja00015g,,,2026-09-18T13:27:13+00:00,2026-09-24T21:56:29+00:00,OpenAlex
An integrated multimethod approach for size-specific assessment of potentially toxic element adsorption onto micro- and nanoplastics: implications for environmental risk,"for 1000 nm particles). Se adsorption remained negligible across all sizes, near detection limits, highlighting its low affinity for carboxylated surfaces. Our study demonstrates the superior resolution of AF4-MALS-ICP-MS compared to that of bulk ICP-MS, which lacks the ability to discern particle-specific adsorption trends. Unlike bulk ICP-MS, which provides average adsorption values, AF4-MALS-ICP-MS reveals the size-dependent mechanisms influencing metal binding, offering critical insights into the role of MnPs as PTE vectors. The findings highlight the environmental implications of MnPs in facilitating PTE transport and highlights the need for size-specific mitigation strategies. This work sets a foundation for developing more precise risk assessment frameworks and advanced remediation approaches for MnP-contaminated environments.",https://doi.org/10.1039/d5nr00353a,OpenAlex,journal,2025-01-01,Environmental & Water,GB,University of Birmingham,https://openalex.org/I79619799,,,Research activity,General sample introduction,0.88,0.85,0.3,https://doi.org/10.1039/d5nr00353a,,,2026-09-18T13:28:12+00:00,2026-09-24T21:56:35+00:00,OpenAlex
An unwanted guest in the electrochemical oxidation of high-voltage Li-ion battery electrolytes: the life of highly reactive protons,"Electrochemical oxidation of Li-ion electrolytes generates highly reactive protons that trigger cascading degradation of solvents, salts, and cathodes, revealing a critical origin of battery performance loss.",https://doi.org/10.1039/d5ee02403j,OpenAlex,journal,2025-01-01,Battery & Critical Minerals,US,Argonne National Laboratory,https://ror.org/05gvnxz63,,,Research activity,General sample introduction,0.88,0.15,0.3,https://doi.org/10.1039/d5ee02403j,,,2026-09-18T13:26:44+00:00,2026-09-24T21:56:25+00:00,OpenAlex
Analysis of Deposition Patterns and Influencing Factors of Lithium and Transition Metals Deposited on Lithium Ion Battery Graphitic Anodes by LA-ICP-MS,"A comprehensive understanding of aging phenomena and the resulting performance loss occurring in lithium-ion batteries (LIBs) is essential for ongoing improvement of the technology. The formation of a uniform solid electrolyte interphase (SEI) is of crucial importance for the performance, lifetime, and safety of LIBs. Transition metal dissolution (TMD), caused by degradation of the cathode, and subsequent TM deposition on the anode surface can deteriorate the protective properties of the SEI, possibly leading to reconstruction of the SEI and loss of active lithium.For layered cathode materials, different dissolution mechanisms have been proposed: impurities within the nickel-cobalt-manganese (NCM) host lattice (oxygen vacancy); particle cracking induced by structural deformation on the atomic scale; and phase transition from layered to spinel-type structures on the nanoscale level. Possible correlation of transition metal deposition patterns and increased lithium passivation or plating on the anode surface were visualized by elemental imaging using laser ablation-inductively coupled plasma-mass spectrometry (LA-ICP-MS).",https://doi.org/10.56530/spectroscopy.ft6765o3,"Multimedia Pharma Sciences, LLC",journal,2025-01-01,Battery & Critical Minerals,Global,MEET Battery Research Center at the University of Münster,https://ror.org/00pd74e08,,,Research activity,Laser ablation interfaces,0.88,0.85,0.28,https://doi.org/10.56530/spectroscopy.ft6765o3,,,2026-09-18T13:26:44+00:00,2026-09-24T21:56:32+00:00,OpenAlex
"Analysis of heavy metal content in protein powders available on the Hungarian market: a reassuring snapshot, but not a reassuring quality guarantee","Abstract Amateur and professional athletes often consume protein supplements to accelerate muscle gain; however, it has been suggested that these products not only are associated with risks when consumed excessively. Several recent reports have indicated that certain products are contaminated with heavy metals. Therefore, in this study, we aimed to investigate protein powders in Hungary for heavy metal contamination. A total of 22 commercially available protein powders (including whey, vegan, and beef based) were purchased on the internet for testing. We analysed the samples using laser-induced breakdown spectroscopy (LIBS) and inductively coupled plasma mass spectrometry (ICP-MS) to assess heavy metal contamination. The products were analysed for the presence of 16 elements (Be, Al, Cr, Mn, Co, Ni, Cu, As, Se, Rb, Cd, Sb, Cs, Ba, Hg, and Pb). The LIBS spectral analysis revealed the characteristics of the protein elements (C, C2, H, N, and O) and alkaline metals (Ca, Na, K, and Mg), which were consistent with the previous results. Neither LIBS nor ICP-MS measurements detected significant heavy metal content in the investigated samples above the limit specified in the regulations. Heavy metal contamination of protein supplements can be a serious health threat. Based on the varied results of the previous studies, it is prudent to include testing for heavy metals as part of the routine and mandatory quality control of these products.",https://doi.org/10.1017/jns.2025.10024,OpenAlex,journal,2025-01-01,Commercial Testing,HU,Semmelweis University,https://ror.org/01g9ty582,,,Research activity,Torches & injectors,0.88,0.85,0.3,https://doi.org/10.1017/jns.2025.10024,,,2026-09-18T13:27:42+00:00,2026-09-24T21:56:32+00:00,OpenAlex
Application of Online Multi‐Internal Standard Calibration for Determination of Iodine by ICP‐MS,"ABSTRACT This study presents a comprehensive evaluation of the application of online multi‐internal standard calibration (M.ISC) in determining iodine concentrations through inductively coupled plasma mass spectrometry (ICP‐MS). Notably, M.ISC streamlines the calibration process by requiring only a single standard solution, thereby enhancing sample throughput and minimizing liquid waste. In addition, unlike conventional internal standard (IS) methods, M.ISC omits the need for time‐consuming species identification by utilizing multiple IS species simultaneously to minimize signal biases. The effectiveness of M.ISC was validated through the analysis of six standard reference samples, with the results of LOD and LOQ also being calculated by the error propagation approach. The traditional chemical analytical methods (TCAM), external standard calibration (EC) and single IS methods were also evaluated as comparative purpose. Nonetheless, M.ISC emerges as a straightforward matrix‐correction strategy, offering a simple and efficient alternative to traditional calibration methods for iodine detection by ICP‐MS.",https://doi.org/10.1002/jms.5109,OpenAlex,journal,2025-01-01,Battery & Critical Minerals,CN,Nanchang Center for Disease Control and Prevention,https://openalex.org/I4210156122,,,Research activity,Torches & injectors,0.88,0.85,0.3,10.1002/jms.5109,,,2026-09-18T13:28:12+00:00,2026-09-24T21:56:40+00:00,Crossref
Assessing the impact of common sample preparation strategies for single particle ICP-MS regarding recovery and size distribution of natural single particles,"Particles on the nano- and micro-scale are produced in a wide range of natural and anthropogenic processes and play a significant role in the biogeochemical cycling of major and trace elements in the environment. Single particle inductively coupled plasma - mass spectrometry (SP ICP-MS) is quickly becoming one of the premier techniques for analysis of nano- or micro-entities. However, SP ICP-MS analysis requires dilute aqueous solutions, free from large particles that could cause blockages. For environmentally relevant samples, like soil extracts, this typically calls for sample clean up. Sample preparation strategies like syringe filtration or ultra-centrifugation are regularly applied to handle complex matrices. The aim of this article is to examine the influence of common preparative strategies on the analysis of both naturally formed and synthetic nanoparticles in complex matrices. To achieve this, water extracts of mineral and sediment standards were spiked with Au nanoparticles and a variety of chemical and physical approaches were investigated to identify which strategies provide the best route to accurately quantifying particle numbers, masses and sizes. In a vast majority of cases, at least 90% of the detectable particles were lost for both particle types whenever filtration or centrifugation was applied. The addition of surfactants like Triton X-100 proved to promote relative particle recoveries of up to 30% for spiked Au particles but the extracted Fe-containing particles continued to have losses of up to 99%. Therefore, common sample preparation strategies are directly impeding the possibilities for quantitative particle analysis by SP ICP-MS. Furthermore, commonly used nanoparticles like Au do not necessarily reflect the reality of nano- and microparticles found in the environment. It is apparent that for SP ICP-MS to become a useful, quantitative method for environmental analysis there must be a high degree of care taken in the collection and preparati",https://doi.org/10.1039/d5ja00170f,OpenAlex,journal,2025-01-01,Environmental & Water,AT,University of Graz,https://openalex.org/I15766117,,,Research activity,Nebulizers,0.88,0.85,0.3,https://doi.org/10.1039/d5ja00170f,,,2026-09-18T13:26:26+00:00,2026-09-24T21:56:45+00:00,OpenAlex
Capabilities and limitations of Se isotopic analysis using hydride generation coupled to MC-ICP-MS,This study presents a comprehensive methodological investigation aimed at optimizing selenium (Se) isotopic analysis using MC-ICP-MS.,https://doi.org/10.1039/d5ja00196j,OpenAlex,journal,2025-01-01,General ICP-MS,BE,Ghent University,https://openalex.org/I32597200,,,Research activity,General sample introduction,0.88,0.85,0.3,https://doi.org/10.1039/d5ja00196j,,,2026-09-18T13:27:42+00:00,2026-09-24T21:56:32+00:00,OpenAlex
Cation-disordered rocksalt cathode for anode-free zinc-ion batteries,"The first application of disordered rocksalt (DRX) materials in aqueous zinc-ion batteries (ZIBs) demonstrates DRX ZnMnO 2 as a versatile cathode for anode-free configurations, overcoming zinc anode degradation challenges.",https://doi.org/10.1039/d5ee02643a,OpenAlex,journal,2025-01-01,Battery & Critical Minerals,GB,University of Oxford,https://ror.org/052gg0110,,,Research activity,General sample introduction,0.88,0.15,0.3,https://doi.org/10.1039/d5ee02643a,,,2026-09-18T13:26:44+00:00,2026-09-24T21:56:25+00:00,OpenAlex
Cation-regulated MnO 2 reduction reaction enabling long-term stable zinc–manganese flow batteries with high energy density,Reversible Mn 2+ /MnO 2 reaction for Zn–Mn flow batteries achieved by modulating the solvation-shell structure of Mn 2+ and the structure of electrodeposited MnO 2 through a cation-assisted effect.,https://doi.org/10.1039/d4ee03385j,OpenAlex,journal,2025-01-01,General ICP-MS,HK,City University of Hong Kong,https://openalex.org/I168719708,,,Research activity,General sample introduction,0.88,0.15,0.3,https://doi.org/10.1039/d4ee03385j,,,2026-09-18T13:26:44+00:00,2026-09-24T21:56:25+00:00,OpenAlex
"Chemical probes for enzyme imaging: challenges in design, synthesis and biomedical applications","Enzymes play central roles in cellular regulation, disease progression, and therapeutic response, making them ideal targets for diagnostic and therapeutic chemical probes. Among them, proteases and kinases are particularly valuable due to their dysregulation in cancer, immune disorders, and infectious diseases. In this Perspective, we highlight recent advances in chemical probe development aimed at these enzyme families, with a focus on imaging modalities and translational potential. Kinase-targeted probes are frequently derived from clinically approved inhibitors, facilitating their repurposing for diagnostic applications. In contrast, protease-responsive probes rely on detailed substrate specificity profiling, where the incorporation of unnatural amino acids serves as a key strategy for achieving selectivity and stability in biological systems. We explore the broad landscape of probe modalities, including activatable fluorescent substrates, PET tracers, and mass cytometry-compatible metal-tagged reagents, that collectively enable sensitive, real-time, and multiplexed analysis of enzyme function in cells and tissues. Notably, enzyme-activated theranostic systems are emerging that couple imaging with targeted drug release, expanding the functional scope of chemical probes beyond detection. We also discuss how artificial intelligence is beginning to support the design process, from structure prediction and binding affinity modeling to the generation of novel chemical scaffolds with favorable pharmacological properties. With several enzyme-targeted probes now in clinical trials or approved for human use, this field exemplifies the success of translational chemical biology and the potential of chemical tools to directly impact patient care.",https://doi.org/10.1039/d5sc05683g,OpenAlex,journal,2025-01-01,Clinical & Life Science,PL,Wrocław University of Science and Technology,https://openalex.org/I11923345,,,Research activity,Autosampler & tubing,0.88,0.85,0.3,https://doi.org/10.1039/d5sc05683g,,,2026-09-18T13:28:44+00:00,2026-09-24T21:56:38+00:00,OpenAlex
Comparative assessment of uptake and effects of TiO2 and CeO2 nanoparticles in Algae using advanced single-entity analytical techniques,"Despite significant progress in understanding the toxicity of engineered nanoparticles (NPs) in aquatic environments, key gaps remain in our understanding of their uptake and effects on algae. Specifically, it is unclear whether NPs must be internalized and cross biological membranes to induce toxicity, or if surface interactions alone are sufficient. This study aimed to explore the relationship between uptake and effects of TiO2 -NPs and CeO2 -NPs on the green alga Raphidocelis subcapitata using advanced single-entity analytical techniques. Flow cytometry was used to distinguish algal cells from NP aggregates and determine growth rates, while single-cell inductively coupled plasma mass spectrometry (SC-ICP-MS) quantified adsorbed and internalized metals, operationally discriminated by washing cycles with EDTA. Single-particle ICP-MS (SP-ICP-MS) characterized NP size distribution and dissolution. Results showed greater toxicity for CeO2 -NPs (72h-EC50 of 13.6 ± 0.57 mg L⁻¹) compared to TiO2 -NPs (72h-EC50 of 28.3 ± 1.16 mg L-1 ), with hormesis observed for TiO2 -NPs between 11 and 20 mg L⁻¹. CeO2 -NPs. induced a significantly higher level of ROS production, showing a 71.8 % increase compared to the unexposed control, whereas TiO2 -NPs induced only a 39.46 % increase at highest tested concentration of 50 mg L-1 . SC-ICP-MS revealed both adsorption and internalization of NPs, with Ti accumulation exceeding Ce, despite that CeO2 -NPs induced stronger growth inhibition and oxidative stress. Hetero-aggregation between NPs and algae, along with changes in cell granularity, was observed at higher NP concentrations. These findings offer insights into TiO2 -NPs and CeO2 -NPs interactions with microalgae and highlight the importance of advanced analytical techniques in assessing nanoparticle behavior in aquatic ecosystems.",https://openalex.org/W7111979394,OpenAlex,journal,2025-01-01,Clinical & Life Science,ES,Universidad de Zaragoza,https://ror.org/012a91z28,,,Research activity,Nebulizers,0.88,0.85,0.3,,,,2026-09-18T13:28:44+00:00,2026-09-24T21:56:38+00:00,OpenAlex
"Decommissioning, Characterization, and Proposed Recycling Route of a Used Na-ZnCl2 Battery Cell",,https://doi.org/10.1007/978-3-031-80892-0_10,OpenAlex,journal,2025-01-01,Battery & Critical Minerals,NO,SINTEF,https://ror.org/01f677e56,,,Research activity,General sample introduction,0.88,0.15,0.3,https://doi.org/10.1007/978-3-031-80892-0_10,,,2026-09-18T13:26:44+00:00,2026-09-24T21:56:25+00:00,OpenAlex
Determination of airborne metal-containing nanoparticles in a historic mining area using single particle ICP-MS,"from this region. Although they represent only a small fraction of total Zn and Pb in the samples, NPs are more bioaccessible and thus more relevant for assessing local population's exposure to these particles.",https://doi.org/10.1039/d5an00480b,OpenAlex,journal,2025-01-01,Battery & Critical Minerals,SI,Jožef Stefan Institute,https://openalex.org/I3006985408,,,Research activity,General sample introduction,0.88,0.85,0.3,https://doi.org/10.1039/d5an00480b,,,2026-09-18T13:26:44+00:00,2026-09-24T21:56:25+00:00,OpenAlex
Development of a HPIC-ICP-MS method for the quantification and speciation of gadolinium-based contrast media in surface waters,"Gadolinium-based contrast agents (GBCAs) are analysed using a new speciation method based on HPIC-ICP-MS applicable to environmental samples. This method reconciles the factors of green chemistry, cost and efficiency.",https://doi.org/10.1039/d5ja00203f,OpenAlex,journal,2025-01-01,Environmental & Water,FR,Centre National de la Recherche Scientifique,https://openalex.org/I1294671590,,,Research activity,General sample introduction,0.88,0.85,0.3,https://doi.org/10.1039/d5ja00203f,,,2026-09-18T13:26:44+00:00,2026-09-24T21:56:45+00:00,OpenAlex
Development of a matrix-matched standard for the elemental analysis of human hair by LA-ICP-MS,Keratin films spiked with trace metals are developed as matrix-matched calibration standards for LA-ICP-MS and evaluated for quantitative elemental hair analysis.,https://doi.org/10.1039/d5ja00242g,OpenAlex,journal,2025-01-01,General ICP-MS,US,University of Central Florida,https://openalex.org/I106165777,,,Research activity,Torches & injectors,0.88,0.85,0.3,https://doi.org/10.1039/d5ja00242g,,,2026-09-18T13:27:42+00:00,2026-09-24T21:56:45+00:00,OpenAlex
Dual-functional surface of MXene anodes boosts long-term cyclability of lithium-metal batteries,The dual-functional Au@F-rich Ti 3 C 2 T x MXene anode synergistically enhances lithium deposition and cycle stability in lithium metal batteries through lithiophilic seed effects and LiF-rich SEI formation.,https://doi.org/10.1039/d5ta00519a,OpenAlex,journal,2025-01-01,Battery & Critical Minerals,KR,Korea Advanced Institute of Science and Technology,https://ror.org/05apxxy63,,,Research activity,General sample introduction,0.88,0.15,0.3,https://doi.org/10.1039/d5ta00519a,,,2026-09-18T13:26:44+00:00,2026-09-24T21:56:25+00:00,OpenAlex
Exploring environmental nanobiogeochemistry using field-flow fractionation and ICP-MS-based tools: progress and frontiers,"The recent application of sophisticated instrumentation and novel experimental techniques to environmental systems has driven the study of natural nanoparticles and nanoparticle systems towards new horizons. Moving beyond the detection of engineered nanoparticles in natural systems, these technologies create new knowledge about the composition, behaviour, and functions of natural nanoparticles as individual entities and particle systems. In this perspective article, we describe the progress and frontiers in this research area using case studies drawn from a range of published and unpublished data spanning diverse environmental systems. The companion paper Exploring environmental nanobiogeochemistry using field-flow fractionation and ICP-MS-based tools: background and fundamentals defines the emerging field of environmental nanobiogeochemistry and describes the fundamentals, optimization, advantages, and disadvantages of field-flow fractionation and ICP-MS-based techniques for advancing our understanding of natural nanoscale particles and particle systems. Thus, by combining the necessary background with the most recent findings and key challenges, these contributions provide key knowledge for new and established researchers entering this exciting field and lay the groundwork for future research.",https://doi.org/10.1039/d5en00096c,OpenAlex,journal,2025-01-01,Battery & Critical Minerals,CH,University of Geneva,https://openalex.org/I114457229,,,Research activity,General sample introduction,0.88,0.85,0.3,https://doi.org/10.1039/d5en00096c,,,2026-09-18T13:26:26+00:00,2026-09-24T21:56:45+00:00,OpenAlex
